"DEPARTMENT_ID","DEPARTMENT_DESCRIPTION","CLASS_ID","CLASS_DESCRIPTION","SUBCLASS_ID","SUBCLASS_DESCRIPTION","MANUFACTURER","BRAND","MODELLINE","MANUFACTURER_SKU","RETAILER_SKU","SIZE","RETAIL_LIST_PRICE","STORE_NUMBER","STORE_NAME","STORE_ADDRESS","STORE_CITY","STORE_STATE","STORE_ZIP_CODE","END_OF_FISCAL_WEEK_DATE","TOTAL_UNITS_SOLD","TOTAL_DOLLARS_SOLD","VIN"
"12","Other Part","-45","Rim Clean","-166","Rim Clean","Rim Clean","default","POWDER COAT RIM RECON W/ ZINC      ","RIMCZ","RIMCZ","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","120","1FDXF47P66EC24405"
"12","Other Part","-45","Rim Clean","-166","Rim Clean","Rim Clean","default","POWDER COAT RIM RECON W/ ZINC      ","RIMCZ","RIMCZ","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","60","1FVACXDC47HX27697"
"12","Other Part","-45","Rim Clean","-166","Rim Clean","Rim Clean","default","POWDER COAT RIM RECON W/ ZINC  10H HP     ","RIMCZ","RIMCZ","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","120",""
"12","Other Part","-45","Rim Clean","-166","Rim Clean","Rim Clean","default","POWDER COAT RIM RECON W/ ZINC      ","RIMCZ","RIMCZ","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","4","108.64",""
"12","Other Part","-45","Rim Clean","-166","Rim Clean","Rim Clean","default","POWDER COAT RIM RECON W/ ZINC      ","RIMCZ","RIMCZ","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","60",""
"12","Other Part","-45","Rim Clean","-166","Rim Clean","Rim Clean","default","POWDER COAT RIM RECON W/ ZINC      ","RIMCZ","RIMCZ","","0","15","Troy 15","655 Olympic Dr.","Troy","OH","45373","11-30-2019","6","145.5",""
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","TIE ROD AT PITMAN ARM","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","47.15","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","RIGHT LOWER BALL JOINT","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","18.69","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","RIGHT UPPER BALL JOINT","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","17.96","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","AIR FILTER","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","11.45","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","REAR PADS","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","39.99","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","REAR ROTORS","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","2","109.58","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","PIPE","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","12.85","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","U-JOINTS","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","2","34.78","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","REAR CALIPERS","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","2","135.34","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","INTERSTATE BATTERY","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","139.95","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","CLAMPS","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","3","16.17","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","MUFFLER","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","104.65","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","TAIL PIPE","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","55.24","1FDSF34L42EC88961"
"12","Other Part","-276","Retail Mechanical","-401","Under Hood","Mechanical","Under Hood","PIPE","NS77","NS77","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","30.2","1FDSF34L42EC88961"
"16","Stock Retread","-13","Medium Truck - Cap & Casing","-45","Trailer","MRT","XTA-2 RET","275/80R22.5 PXTA-2 RET C","98419C","27580225MRT98419C","","0","15","Troy 15","655 Olympic Dr.","Troy","OH","45373","11-30-2019","7","887.46",""
"10","Valve Stem","-134","Truck Valves","-195","Truck Valves","Valves","Truck Valves","FLO THRU VALVE CAP                 ","VSD","VSD","","0","15","Troy 15","655 Olympic Dr.","Troy","OH","45373","11-30-2019","12","11.64",""
"10","Valve Stem","-134","Truck Valves","-195","Truck Valves","Valves","Truck Valves","FLO THRU VALVE CAP                 ","VSD","VSD","","0","81","Toledo 81","30559 Lemoyne Road","Walbridge","OH","43465","11-30-2019","1","1.21",""
"-2","Local Labor","-105","Passenger Service","-196","Passenger Service","wheel balance","Passenger Service","WHEEL BALANCE","BAL","BAL","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","6","136.8",""
"-2","Local Labor","-105","Passenger Service","-196","Passenger Service","wheel balance","Passenger Service","WHEEL BALANCE","BAL","BAL","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","2","45.6",""
"-2","Local Labor","-105","Passenger Service","-196","Passenger Service","wheel balance","Passenger Service","WHEEL BALANCE","BAL","BAL","","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","4","36","JTJHW31U460005664"
"-12","Alignment Labor","-276","Retail Mechanical","-402","Alignments","Mechanical","Alignments","ALIGNMENT CHECK","NRAE","NRAE","","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","2","0","1GNFK16ZX3J316432"
"0","Tire","26","Medium Truck","102","All Position","Firestone","FS561","225/70R19.5~FIR~FS561~G / 14","248426","22570195FIR248426","0","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","502.88",""
"0","Tire","26","Medium Truck","102","All Position","Firestone","FS818","385/65R22.5~FIR~FS818~J / 18 BW  TL","247780","38565225FIR247780","0","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","523.37","40480266 "
"0","Tire","674","Passenger","2057","Touring","Crosswind","Eco Touring","205/75R15~CRO~Eco Touring~SL BW 97S TL","2608","2057515CRO2608","205/75R15","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","67",""
"0","Tire","-88","Misc PLT","-123","Misc PLT","Misc PLT","Misc PLT","245/75R16 GOODYEAR ADVENTURE LRE","NS27","NS27","0","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","746",""
"0","Tire","-88","Misc PLT","-123","Misc PLT","Misc PLT","Misc PLT","245/45R20 NEXEN N5000 PLUS","NS27","NS27","0","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","576","2C3CA5CG5BH614030"
"0","Tire","-88","Misc PLT","-123","Misc PLT","Misc PLT","Misc PLT","25X10.50R12 CARLISLE VERSA TRAIL ATR","NS27","NS27","0","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","472",""
"0","Tire","-88","Misc PLT","-123","Misc PLT","Misc PLT","Misc PLT","15-5 SUPREME WHITE F023 MOD 5 ON 4.5","NS27","NS27","0","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","2","83.78",""
"0","Tire","674","Passenger","2058","All Season","Crosswind","All Season","205/55R16~CRO~All Season~SL BW 94W TL","2706","2055516CRO2706","205/55R16","0","23","Dover 23","411 Commercial Parkway","Dover","OH","44622","11-30-2019","2","94",""
"4","Retread","-280","Medium Truck Customer","-423","Drive","Goodyear Retreading","G622 ","225/70R19.5 PC G622 22","254337410C","22570195GOO254337410C","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","2","281.96",""
"0","Tire","60","Medium Truck","264","All Position","Michelin","XZUS2","315/80R22.5~MIC~XZUS2~L/20 BW  TL","77510","31580225MIC77510","315/80R22.5","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","3","2263.29",""
"0","Tire","60","Medium Truck","264","All Position","Michelin","XZUS2","315/80R22.5~MIC~XZUS2~L/20 BW  TL","77510","31580225MIC77510","315/80R22.5","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","1526.86",""
"12","Other Part","-276","Retail Mechanical","-405","Preventative Maint - Fluids","Mechanical","Fluids","5W30 FULL SYNTHETIC OIL            ","5W30S","5W30S","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","6","48.6","1HA3GTCG1HN004426"
"12","Other Part","-276","Retail Mechanical","-408","Filters - Wiper Blades","Mechanical","Filters","OIL FILTER                         ","OF","OF","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","14.79","1HA3GTCG1HN004426"
"0","Tire","39","Medium Truck","165","All Position","Goodyear","G399 LHS FuelMax","295/75R22.5~GOO~G399 LHS FuelMax~H/16 BL 75H TL","756220596","29575225GOO756220596","295/75R22.5","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","1","527.66",""
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","11R22.5 STK -A- CASING             ","C11R225A","C11R225A","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","4","349.2",""
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","11R22.5 STK -A- CASING             ","C11R225A","C11R225A","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","6","479.58",""
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","11R22.5 STK -A- CASING             ","C11R225A","C11R225A","","0","31","Maxie Tire 31","83 Whittlesey","Norwalk","OH","44857","11-30-2019","3","294.21",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","4",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","20",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","10.67","XL551793 "
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","9.7","DN565135 "
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","10","184.3",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","3",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","4","24",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","4","40",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","2","6",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","14","40480266 "
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","2","30","J7440902"
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","10","FSGD1537 "
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","15","Troy 15","655 Olympic Dr.","Troy","OH","45373","11-30-2019","4","20",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","21","Ziegler/Morgan Tire 21","960 Nandino Blvd","Lexington","KY","40511","11-30-2019","2","8","1FDSX35Y88ED99335"
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","23","Dover 23","411 Commercial Parkway","Dover","OH","44622","11-30-2019","2","20",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","2","12",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","1","10",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","6",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","12",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","12","1FTBW2CG2JKB22148"
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","20","1C4PJMAK5CW173162"
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","6",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","10","9F0C1391 "
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","6","36",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","1","4.99",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","1","8.5",""
"-15","Scrap Tire Fee","-290","PA/LT Service","-444","PA/LT Service ","Service","PA/LT Service ","SCRAP TIRE DISPOSAL                ","STD","STD","","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","2","20",""
"-15","Scrap Tire Fee","-12","Misc","-43","Misc","MRT","Misc","OTR SCRAP TIRE DISPOSAL    12-16.5                  ","NS98","NS98","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","15",""
"3","Casing","-11","Casings","-68","Casings","MRT","Capped","445/50R22.5 X-1 CASING A           ","C44550R225A","C44550R225A","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","1","121.25","FL887593"
"-12","Alignment Labor","-276","Retail Mechanical","-402","Alignments","Mechanical","Alignments","WARRANTY ALIGNMENT PROGRAM","WAP","WAP","","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","1","0","JTJHW31U460005664"
"0","Tire","25","Light Truck","101","SUV","Firestone","Destination LE 2","P265/70R17~FIR~Destination LE 2~SL OWL 113T TL","097912","2657017FIR097912","P265/70R17","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","469.44",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","37.83",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","14","111.86",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","72","1FVACXDC45HV30364"
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","72","1FVACXDC47HX27697"
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","-4","-72","1FVACXDC47HX27697"
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","72","1FDXF47P66EC24405"
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","36",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","18",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","50",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","36",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","36","1FVACXDC47HX27697"
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","2","31.04",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","14","203.7",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","12","95.88",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","72",""
"-2","Local Labor","-34","Commercial Truck Service","-245","Tire Repair","Service","Tire Repair","DISMT & MOUNT","DMM20","DMM20","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","72",""
"0","Tire","384","Medium Truck","1189","All Position","BF Goodrich","ST230","11R24.5~BFG~ST230~H/16 BW  TL","79184","11245BFG79184","11R24.5","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","2","799.98",""
"-2","Local Labor","-276","Retail Mechanical","-407","Tire Service ","Mechanical","Tire Enhancement Dollars","MOUNT & BALANCE","TPP","TPP","","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","2","0","1GNFK16ZX3J316432"
"-2","Local Labor","-276","Retail Mechanical","-407","Tire Service ","Mechanical","Tire Enhancement Dollars","MOUNT & BALANCE","TPP","TPP","","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","4","0","KNDPMCAC1K7512146"
"-2","Local Labor","-276","Retail Mechanical","-407","Tire Service ","Mechanical","Tire Enhancement Dollars","MOUNT & BALANCE","TPP","TPP","","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","2","0","1GTN2TEA7CZ159231"
"-2","Local Labor","-276","Retail Mechanical","-407","Tire Service ","Mechanical","Tire Enhancement Dollars","MOUNT & BALANCE","TPP","TPP","","0","45","Mahone Retail 45","1615 14th St. ","Parkersburg","WV","26101","11-30-2019","4","0","4S4BP86CX54313542"
"0","Tire","25","Light Truck","98","All Season","Firestone","Transforce HT2","LT235/85R16~FIR~Transforce HT2 ~E / 10  120/116R TL","002759","2358516FIR002759","LT235/85R16","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","2","296",""
"-12","Alignment Labor","-276","Retail Mechanical","-407","Tire Service ","Mechanical","Tire Enhancement Dollars","VEHICLE ALIGNMENT","ALIGN","ALIGN","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","85","1FDXE45P35HA46536"
"-12","Alignment Labor","-276","Retail Mechanical","-407","Tire Service ","Mechanical","Tire Enhancement Dollars","ALIGNMENT","ALIGN","ALIGN","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","60","1FDSF34L42EC88961"
"0","Tire","60","Medium Truck","268","Trailer","Michelin","X ONE Line Grip D","455/55R22.5~MIC~X ONE LGD~L / 20   TL","41721","45555225MIC41721","0","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","2","2116.88",""
"0","Tire","92","Light Truck","569","Highway","Kumho","Crugen HT51","P225/75R16~KUM~Crugen HT51~SL BW 104T TL","2181613","2257516KUM2181613","P225/75R16","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","4","516","1C4PJMAK5CW173162"
"-2","Local Labor","-276","Retail Mechanical","-405","Preventative Maint - Fluids","Mechanical","Fluids","WASTE OIL DISPOSAL FEE","DISP","DISP","","0","5","Truck Stop 05","2210 Bolivar Road S.W.","Canton","OH","44706","11-30-2019","1","3","1HA3GTCG1HN004426"
"-2","Local Labor","-276","Retail Mechanical","-405","Preventative Maint - Fluids","Mechanical","Fluids","WASTE OIL DISPOSAL FEE","DISP","DISP","","0","51","Akron 51","547 Wolf Ledges Parkway","Akron","OH","44311","11-30-2019","1","2.16","1FDSF34L42EC88961"
"0","Tire","60","Medium Truck","266","Drive","Michelin","XDS2","225/70R19.5~MIC~XDS2~G / 14   TL","24975","22570195MIC24975","0","0","14","Warrendale 14","919 Brush Creek Rd.","Warrendale","PA","15086","11-30-2019","20","7660.8",""
"0","Tire","19","Medium Truck","-7","Non-Stock","Bridgestone","Non-Stock","BS RAD TRK 11r245 r268                ","NS32","NS32","0","0","31","Maxie Tire 31","83 Whittlesey","Norwalk","OH","44857","11-30-2019","2","221.84",""
"0","Tire","19","Medium Truck","-7","Non-Stock","Bridgestone","Non-Stock","BS RAD TRK 315/80r225 m870                ","NS32","NS32","0","0","31","Maxie Tire 31","83 Whittlesey","Norwalk","OH","44857","11-30-2019","1","65",""
"4","Retread","416","Medium Truck - Cap Only","1306","Trailer","MRT","XTA-2 ","275/80R22.5 PXTA-2 RET","98419","27580225MRT98419","","0","15","Troy 15","655 Olympic Dr.","Troy","OH","45373","11-30-2019","5","633.9",""
"0","Tire","38","Light Truck","160","Commercial","Goodyear","G622 RSD","225/70R19.5~GOO~G622 RSD~G / 14  128/126n","139755205","22570195GOO139755205","0","0","46","Mahone Commercial 46","152 19th St.","Parkersburg","WV","26101","11-30-2019","6","1710.84",""
